TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TRANSACTION_TIME,TIME_CLASSIFICATION,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,REVENUE
1/3/2023,Tue,Weekday,Jan,51:06.0,Afternoon,14,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
1/3/2023,Tue,Weekday,Jan,53:17.0,Afternoon,14,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
1/3/2023,Tue,Weekday,Jan,07:41.0,Afternoon,15,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
1/3/2023,Tue,Weekday,Jan,08:18.0,Afternoon,15,Astoria,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
1/3/2023,Tue,Weekday,Jan,15:48.0,Afternoon,15,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
1/3/2023,Tue,Weekday,Jan,30:42.0,Afternoon,15,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
1/3/2023,Tue,Weekday,Jan,33:20.0,Afternoon,15,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
1/3/2023,Tue,Weekday,Jan,43:32.0,Afternoon,15,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
1/3/2023,Tue,Weekday,Jan,45:20.0,Afternoon,15,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
1/3/2023,Tue,Weekday,Jan,47:58.0,Afternoon,15,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
1/3/2023,Tue,Weekday,Jan,52:01.0,Afternoon,15,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
1/3/2023,Tue,Weekday,Jan,25:47.0,Afternoon,16,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,6
1/3/2023,Tue,Weekday,Jan,42:17.0,Afternoon,16,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
1/3/2023,Tue,Weekday,Jan,25:29.0,Evening,17,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
1/3/2023,Tue,Weekday,Jan,32:11.0,Evening,17,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
1/3/2023,Tue,Weekday,Jan,35:46.0,Evening,17,Astoria,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
1/3/2023,Tue,Weekday,Jan,42:34.0,Evening,17,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,6
1/3/2023,Tue,Weekday,Jan,56:21.0,Evening,17,Astoria,Coffee,Latte,Barista Espresso,1,3.75
1/3/2023,Tue,Weekday,Jan,18:00.0,Evening,18,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
1/3/2023,Tue,Weekday,Jan,39:35.0,Evening,18,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3
1/3/2023,Tue,Weekday,Jan,09:50.0,Evening,19,Astoria,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
1/3/2023,Tue,Weekday,Jan,31:40.0,Evening,19,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
1/3/2023,Tue,Weekday,Jan,39:21.0,Evening,19,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
1/3/2023,Tue,Weekday,Jan,40:09.0,Evening,19,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
1/3/2023,Tue,Weekday,Jan,50:56.0,Evening,19,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
1/3/2023,Tue,Weekday,Jan,53:30.0,Evening,19,Astoria,Bakery,Ginger Scone,Scone,1,3.25
1/4/2023,Wed,Weekday,Jan,12:12.0,Morning,7,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
1/4/2023,Wed,Weekday,Jan,18:32.0,Morning,8,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone,1,3.75
1/4/2023,Wed,Weekday,Jan,21:25.0,Morning,9,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,5
1/4/2023,Wed,Weekday,Jan,38:54.0,Morning,9,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,2.2
1/4/2023,Wed,Weekday,Jan,40:25.0,Morning,9,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
1/4/2023,Wed,Weekday,Jan,04:51.0,Morning,10,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
1/4/2023,Wed,Weekday,Jan,27:54.0,Morning,10,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
1/4/2023,Wed,Weekday,Jan,01:48.0,Morning,11,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
1/4/2023,Wed,Weekday,Jan,12:51.0,Morning,11,Astoria,Coffee,Latte Rg,Barista Espresso,1,8.5
1/3/2023,Tue,Weekday,Jan,44:59.0,Morning,9,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
1/3/2023,Tue,Weekday,Jan,02:48.0,Morning,11,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
1/3/2023,Tue,Weekday,Jan,48:20.0,Afternoon,12,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
1/3/2023,Tue,Weekday,Jan,57:49.0,Afternoon,14,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.2
1/3/2023,Tue,Weekday,Jan,06:37.0,Afternoon,15,Lower Manhattan,Bakery,Croissant,Pastry,1,3.5
1/3/2023,Tue,Weekday,Jan,10:02.0,Afternoon,15,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
1/3/2023,Tue,Weekday,Jan,19:17.0,Afternoon,15,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
1/3/2023,Tue,Weekday,Jan,45:57.0,Afternoon,15,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
1/3/2023,Tue,Weekday,Jan,53:19.0,Afternoon,15,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
1/3/2023,Tue,Weekday,Jan,07:48.0,Afternoon,16,Lower Manhattan,Coffee,Latte,Barista Espresso,1,7.5
1/3/2023,Tue,Weekday,Jan,37:31.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
1/3/2023,Tue,Weekday,Jan,50:47.0,Afternoon,16,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
1/3/2023,Tue,Weekday,Jan,51:51.0,Afternoon,16,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
1/3/2023,Tue,Weekday,Jan,04:43.0,Evening,17,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.5
1/3/2023,Tue,Weekday,Jan,18:26.0,Evening,17,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.5
1/3/2023,Tue,Weekday,Jan,44:32.0,Evening,17,Astoria,Coffee,Latte,Barista Espresso,1,3.75
1/3/2023,Tue,Weekday,Jan,58:41.0,Evening,17,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,3
1/3/2023,Tue,Weekday,Jan,03:28.0,Evening,18,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.2
1/3/2023,Tue,Weekday,Jan,56:00.0,Evening,18,Astoria,Coffee,Latte Rg,Barista Espresso,1,4.25
1/4/2023,Wed,Weekday,Jan,38:20.0,Morning,8,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
1/4/2023,Wed,Weekday,Jan,11:40.0,Morning,11,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
1/4/2023,Wed,Weekday,Jan,28:10.0,Morning,11,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
1/4/2023,Wed,Weekday,Jan,28:17.0,Morning,11,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
1/4/2023,Wed,Weekday,Jan,39:47.0,Morning,11,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3
1/4/2023,Wed,Weekday,Jan,59:26.0,Morning,11,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
1/4/2023,Wed,Weekday,Jan,00:11.0,Afternoon,12,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3
1/4/2023,Wed,Weekday,Jan,01:42.0,Afternoon,12,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
1/4/2023,Wed,Weekday,Jan,04:58.0,Afternoon,12,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
1/4/2023,Wed,Weekday,Jan,05:50.0,Afternoon,12,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,6
1/4/2023,Wed,Weekday,Jan,23:16.0,Afternoon,12,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
1/4/2023,Wed,Weekday,Jan,28:49.0,Afternoon,12,Astoria,Coffee,Latte,Barista Espresso,1,7.5
1/4/2023,Wed,Weekday,Jan,29:24.0,Afternoon,12,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,6
1/4/2023,Wed,Weekday,Jan,36:02.0,Afternoon,12,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
1/4/2023,Wed,Weekday,Jan,44:08.0,Afternoon,12,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,6
1/4/2023,Wed,Weekday,Jan,54:41.0,Afternoon,12,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3
1/4/2023,Wed,Weekday,Jan,59:29.0,Afternoon,12,Astoria,Coffee,Latte,Barista Espresso,1,3.75
1/4/2023,Wed,Weekday,Jan,14:55.0,Afternoon,13,Astoria,Coffee,Latte Rg,Barista Espresso,1,4.25
1/4/2023,Wed,Weekday,Jan,44:07.0,Afternoon,13,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
1/4/2023,Wed,Weekday,Jan,44:07.0,Afternoon,13,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.5
1/4/2023,Wed,Weekday,Jan,51:44.0,Afternoon,13,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4
1/4/2023,Wed,Weekday,Jan,51:59.0,Afternoon,13,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
1/4/2023,Wed,Weekday,Jan,57:11.0,Afternoon,13,Astoria,Bakery,Almond Croissant,Pastry,1,3.75
1/4/2023,Wed,Weekday,Jan,58:49.0,Afternoon,13,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,6
1/4/2023,Wed,Weekday,Jan,05:55.0,Afternoon,14,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
1/4/2023,Wed,Weekday,Jan,07:09.0,Afternoon,14,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
1/4/2023,Wed,Weekday,Jan,08:52.0,Afternoon,14,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,7
1/4/2023,Wed,Weekday,Jan,21:09.0,Afternoon,14,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
1/4/2023,Wed,Weekday,Jan,53:58.0,Afternoon,14,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
1/4/2023,Wed,Weekday,Jan,59:16.0,Afternoon,14,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
1/4/2023,Wed,Weekday,Jan,00:14.0,Afternoon,15,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
1/4/2023,Wed,Weekday,Jan,08:17.0,Afternoon,15,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
1/4/2023,Wed,Weekday,Jan,16:24.0,Afternoon,15,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,5
1/4/2023,Wed,Weekday,Jan,23:38.0,Afternoon,15,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,1,4.25
1/4/2023,Wed,Weekday,Jan,29:46.0,Afternoon,15,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
1/4/2023,Wed,Weekday,Jan,32:02.0,Afternoon,15,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
1/4/2023,Wed,Weekday,Jan,33:40.0,Afternoon,15,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
1/4/2023,Wed,Weekday,Jan,46:26.0,Afternoon,15,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,1,5
1/4/2023,Wed,Weekday,Jan,53:46.0,Afternoon,15,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
1/4/2023,Wed,Weekday,Jan,11:27.0,Afternoon,16,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,5
1/4/2023,Wed,Weekday,Jan,38:01.0,Afternoon,16,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,7
1/4/2023,Wed,Weekday,Jan,54:23.0,Afternoon,16,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
1/4/2023,Wed,Weekday,Jan,58:22.0,Afternoon,16,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
1/4/2023,Wed,Weekday,Jan,15:02.0,Evening,17,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
1/4/2023,Wed,Weekday,Jan,26:44.0,Evening,17,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/4/2023,Wed,Weekday,Jan,36:27.0,Evening,17,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
1/4/2023,Wed,Weekday,Jan,36:35.0,Evening,17,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
1/4/2023,Wed,Weekday,Jan,41:18.0,Evening,17,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.2
1/4/2023,Wed,Weekday,Jan,57:20.0,Evening,17,Astoria,Coffee,Espresso shot,Barista Espresso,1,3
1/4/2023,Wed,Weekday,Jan,07:01.0,Evening,18,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
1/4/2023,Wed,Weekday,Jan,15:43.0,Evening,18,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,7.5
1/4/2023,Wed,Weekday,Jan,22:09.0,Evening,18,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
1/4/2023,Wed,Weekday,Jan,24:17.0,Evening,18,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
1/4/2023,Wed,Weekday,Jan,45:28.0,Evening,18,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
1/4/2023,Wed,Weekday,Jan,57:24.0,Evening,18,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.5
1/4/2023,Wed,Weekday,Jan,11:18.0,Evening,19,Astoria,Coffee,Latte Rg,Barista Espresso,1,4.25
1/4/2023,Wed,Weekday,Jan,24:27.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
1/4/2023,Wed,Weekday,Jan,39:24.0,Evening,19,Astoria,Bakery,Ginger Scone,Scone,1,3.25
1/5/2023,Thu,Weekday,Jan,26:29.0,Morning,7,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/5/2023,Thu,Weekday,Jan,15:00.0,Morning,8,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
1/5/2023,Thu,Weekday,Jan,22:54.0,Morning,8,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
1/5/2023,Thu,Weekday,Jan,27:37.0,Morning,8,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
1/5/2023,Thu,Weekday,Jan,36:36.0,Morning,8,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
1/5/2023,Thu,Weekday,Jan,50:22.0,Morning,8,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
1/5/2023,Thu,Weekday,Jan,57:34.0,Morning,8,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,6
1/5/2023,Thu,Weekday,Jan,12:44.0,Morning,9,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
1/5/2023,Thu,Weekday,Jan,26:10.0,Morning,9,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,3.75
1/5/2023,Thu,Weekday,Jan,41:53.0,Morning,9,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
1/5/2023,Thu,Weekday,Jan,54:34.0,Morning,9,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
1/5/2023,Thu,Weekday,Jan,20:56.0,Morning,10,Lower Manhattan,Bakery,Croissant,Pastry,1,3.5
1/5/2023,Thu,Weekday,Jan,21:40.0,Morning,10,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
1/5/2023,Thu,Weekday,Jan,36:55.0,Morning,10,Lower Manhattan,Bakery,Oatmeal Scone,Scone,1,3
1/5/2023,Thu,Weekday,Jan,51:10.0,Morning,10,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,1,3.75
1/5/2023,Thu,Weekday,Jan,03:05.0,Morning,11,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
1/5/2023,Thu,Weekday,Jan,07:53.0,Morning,11,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
1/5/2023,Thu,Weekday,Jan,12:35.0,Morning,11,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
1/5/2023,Thu,Weekday,Jan,24:27.0,Morning,11,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/5/2023,Thu,Weekday,Jan,32:31.0,Morning,11,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.5
1/5/2023,Thu,Weekday,Jan,01:03.0,Afternoon,12,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/5/2023,Thu,Weekday,Jan,01:16.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
1/5/2023,Thu,Weekday,Jan,11:47.0,Afternoon,12,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
1/5/2023,Thu,Weekday,Jan,13:57.0,Afternoon,12,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,6
1/5/2023,Thu,Weekday,Jan,14:16.0,Afternoon,12,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.1
1/5/2023,Thu,Weekday,Jan,14:28.0,Afternoon,12,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
1/5/2023,Thu,Weekday,Jan,16:00.0,Afternoon,12,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
1/5/2023,Thu,Weekday,Jan,26:57.0,Afternoon,12,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
1/5/2023,Thu,Weekday,Jan,40:16.0,Afternoon,12,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
1/5/2023,Thu,Weekday,Jan,11:35.0,Afternoon,13,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
1/5/2023,Thu,Weekday,Jan,21:04.0,Afternoon,13,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7
1/5/2023,Thu,Weekday,Jan,22:07.0,Afternoon,13,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
1/5/2023,Thu,Weekday,Jan,22:07.0,Afternoon,13,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
1/5/2023,Thu,Weekday,Jan,29:49.0,Afternoon,13,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,6
1/5/2023,Thu,Weekday,Jan,31:14.0,Afternoon,13,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
1/5/2023,Thu,Weekday,Jan,31:28.0,Afternoon,13,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,6
1/5/2023,Thu,Weekday,Jan,51:56.0,Afternoon,13,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4
1/5/2023,Thu,Weekday,Jan,56:12.0,Afternoon,13,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
1/5/2023,Thu,Weekday,Jan,19:55.0,Afternoon,14,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,5
1/5/2023,Thu,Weekday,Jan,44:41.0,Afternoon,14,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
1/5/2023,Thu,Weekday,Jan,50:37.0,Afternoon,14,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
1/5/2023,Thu,Weekday,Jan,18:48.0,Afternoon,15,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,6
1/5/2023,Thu,Weekday,Jan,28:54.0,Afternoon,15,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
1/5/2023,Thu,Weekday,Jan,33:56.0,Afternoon,15,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.2
1/5/2023,Thu,Weekday,Jan,51:59.0,Afternoon,15,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,7
1/5/2023,Thu,Weekday,Jan,24:36.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
1/5/2023,Thu,Weekday,Jan,45:22.0,Afternoon,16,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
1/5/2023,Thu,Weekday,Jan,45:22.0,Afternoon,16,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
1/5/2023,Thu,Weekday,Jan,07:21.0,Evening,17,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
1/5/2023,Thu,Weekday,Jan,28:31.0,Evening,17,Astoria,Coffee,Espresso shot,Barista Espresso,1,6
1/5/2023,Thu,Weekday,Jan,05:54.0,Evening,18,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
1/5/2023,Thu,Weekday,Jan,35:31.0,Evening,18,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
1/5/2023,Thu,Weekday,Jan,54:38.0,Evening,18,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
1/5/2023,Thu,Weekday,Jan,08:26.0,Evening,19,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.5
1/5/2023,Thu,Weekday,Jan,12:40.0,Evening,19,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3
1/5/2023,Thu,Weekday,Jan,18:02.0,Evening,19,Astoria,Coffee,Espresso shot,Barista Espresso,1,6
1/5/2023,Thu,Weekday,Jan,31:06.0,Evening,19,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
1/6/2023,Fri,Weekday,Jan,30:10.0,Morning,8,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,1,6
1/6/2023,Fri,Weekday,Jan,46:13.0,Morning,8,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
1/6/2023,Fri,Weekday,Jan,01:27.0,Morning,9,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/6/2023,Fri,Weekday,Jan,04:47.0,Morning,9,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
1/6/2023,Fri,Weekday,Jan,22:21.0,Morning,9,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
1/6/2023,Fri,Weekday,Jan,29:02.0,Morning,10,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
1/6/2023,Fri,Weekday,Jan,40:42.0,Morning,10,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
1/6/2023,Fri,Weekday,Jan,01:20.0,Morning,11,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3
1/6/2023,Fri,Weekday,Jan,12:49.0,Morning,11,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
1/6/2023,Fri,Weekday,Jan,14:31.0,Morning,11,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3
1/6/2023,Fri,Weekday,Jan,36:49.0,Morning,11,Astoria,Bakery,Ginger Scone,Scone,1,3.25
1/6/2023,Fri,Weekday,Jan,55:09.0,Morning,11,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,5
1/6/2023,Fri,Weekday,Jan,23:17.0,Afternoon,12,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
1/6/2023,Fri,Weekday,Jan,28:03.0,Afternoon,12,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
1/6/2023,Fri,Weekday,Jan,01:49.0,Afternoon,13,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7
1/6/2023,Fri,Weekday,Jan,01:32.0,Afternoon,14,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
1/6/2023,Fri,Weekday,Jan,35:04.0,Afternoon,14,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
1/6/2023,Fri,Weekday,Jan,50:13.0,Afternoon,14,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
1/6/2023,Fri,Weekday,Jan,21:48.0,Afternoon,15,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3
1/6/2023,Fri,Weekday,Jan,22:20.0,Afternoon,15,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.2
1/6/2023,Fri,Weekday,Jan,47:42.0,Afternoon,15,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.2
1/6/2023,Fri,Weekday,Jan,13:51.0,Afternoon,16,Astoria,Bakery,Oatmeal Scone,Scone,1,3
1/6/2023,Fri,Weekday,Jan,22:18.0,Afternoon,16,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
1/6/2023,Fri,Weekday,Jan,38:11.0,Afternoon,16,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
